"inclusionReason","patternSignature","patternReadable","eligible","ineligibleReason","manual31ColumnCount","manual65PatternCount","lpActivity","residualScarcity","coveredResidualOrders","wasteFit","structuralScore","baselineScore","baselineRank","baselineTop60","baselineTop120","lambda0Score","lambda0Rank","lambda0Top60","lambda0Top120","lambda10Score","lambda10Rank","lambda10Top60","lambda10Top120","baselineToLambda0RankDelta","baselineToLambda10RankDelta"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|980x1,1000x1,1100x1,1260x1","{980=1, 1000=1, 1100=1, 1260=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.520010901","30","0.030737318","820.041638318","820.041638318","58","true","true","820.041638318","3","true","true","820.041638318","3","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4380|980x1,1060x1,1100x1,1240x1","{980=1, 1060=1, 1100=1, 1240=1} @4380mm (pw=4380, util=100.0%)","true","","0","0","0.000000000","0.567414737","25","0.105638367","817.520375367","817.520375367","59","true","true","817.520375367","4","true","true","817.520375367","4","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4320|980x1,1090x1,1100x1,1150x1","{980=1, 1090=1, 1100=1, 1150=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.577259700","24","0.019035385","817.278735385","817.278735385","60","true","true","817.278735385","5","true","true","817.278735385","5","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4300|850x1,1090x1,1100x1,1260x1","{850=1, 1090=1, 1100=1, 1260=1} @4300mm (pw=4300, util=100.0%)","true","","0","0","0.000000000","0.590533239","22","0.013786687","810.547025687","810.547025687","61","false","true","810.547025687","6","true","true","810.547025687","6","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4310|980x1,1090x1,1100x1,1140x1","{980=1, 1090=1, 1100=1, 1140=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.570137497","24","0.015991367","810.153488367","810.153488367","62","false","true","810.153488367","7","true","true","810.153488367","7","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4300|980x1,1090x1,1100x1,1130x1","{980=1, 1090=1, 1100=1, 1130=1} @4300mm (pw=4300, util=100.0%)","true","","0","0","0.000000000","0.568489655","24","0.013786687","808.503441687","808.503441687","63","false","true","808.503441687","8","true","true","808.503441687","8","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|550x1,850x1,860x1,980x1,1100x1","{550=1, 850=1, 860=1, 980=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.557399851","25","0.030737318","807.430588318","807.430588318","64","false","true","807.430588318","9","true","true","807.430588318","9","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4390|550x1,760x1,980x1,1000x1,1100x1","{550=1, 760=1, 980=1, 1000=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.505262599","30","0.051370942","805.313969942","805.313969942","65","false","true","805.313969942","10","true","true","805.313969942","10","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4400|970x1,1090x1,1100x1,1240x1","{970=1, 1090=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.570192353","23","0.033937123","800.226290123","800.226290123","66","false","true","800.226290123","11","true","true","800.226290123","11","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4370|980x1,1050x1,1100x1,1240x1","{980=1, 1050=1, 1100=1, 1240=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.549039531","25","0.394673123","799.434204123","799.434204123","67","false","true","799.434204123","12","true","true","799.434204123","12","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4390|980x1,1090x1,1100x1,1220x1","{980=1, 1090=1, 1100=1, 1220=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.568012180","23","0.051370942","798.063550942","798.063550942","68","false","true","798.063550942","13","true","true","798.063550942","13","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4360|980x1,1090x1,1100x1,1190x1","{980=1, 1090=1, 1100=1, 1190=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.567726378","23","0.079784630","797.806162630","797.806162630","69","false","true","797.806162630","14","true","true","797.806162630","14","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4350|550x1,760x1,850x1,1090x1,1100x1","{550=1, 760=1, 850=1, 1090=1, 1100=1} @4350mm (pw=4350, util=100.0%)","true","","0","0","0.000000000","0.575784937","22","0.044377893","795.829314893","795.829314893","70","false","true","795.829314893","15","true","true","795.829314893","15","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4370|980x1,1090x1,1100x1,1200x1","{980=1, 1090=1, 1100=1, 1200=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.563820158","23","0.394673123","794.214831123","794.214831123","71","false","true","794.214831123","16","true","true","794.214831123","16","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4330|550x1,850x2,980x1,1100x1","{550=1, 850=2, 980=1, 1100=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.552915546","24","0.023510746","792.939056746","792.939056746","72","false","true","792.939056746","17","true","true","792.939056746","17","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|550x1,840x1,850x1,1000x1,1100x1","{550=1, 840=1, 850=1, 1000=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.499182165","29","0.030737318","789.212902318","789.212902318","73","false","true","789.212902318","18","true","true","789.212902318","18","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4380|550x1,790x1,850x1,1090x1,1100x1","{550=1, 790=1, 850=1, 1090=1, 1100=1} @4380mm (pw=4380, util=100.0%)","true","","0","0","0.000000000","0.578424905","21","0.105638367","788.530543367","788.530543367","74","false","true","788.530543367","19","true","true","788.530543367","19","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|850x1,1100x1,1150x1,1240x1","{850=1, 1100=1, 1150=1, 1240=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.556085756","23","0.030737318","786.116493318","786.116493318","75","false","true","786.116493318","20","true","true","786.116493318","20","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4300|980x2,1100x1,1240x1","{980=2, 1100=1, 1240=1} @4300mm (pw=4300, util=100.0%)","true","","0","0","0.000000000","0.543024493","24","0.013786687","783.038279687","783.038279687","76","false","true","783.038279687","21","true","true","783.038279687","21","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4350|980x1,1000x1,1100x1,1270x1","{980=1, 1000=1, 1100=1, 1270=1} @4350mm (pw=4350, util=100.0%)","true","","0","0","0.000000000","0.500528942","28","0.044377893","780.573319893","780.573319893","77","false","true","780.573319893","22","true","true","780.573319893","22","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4360|980x1,1000x1,1100x1,1280x1","{980=1, 1000=1, 1100=1, 1280=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.498965292","28","0.079784630","779.045076630","779.045076630","78","false","true","779.045076630","23","true","true","779.045076630","23","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4330|850x1,1100x1,1140x1,1240x1","{850=1, 1100=1, 1140=1, 1240=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.548963553","23","0.023510746","778.987063746","778.987063746","79","false","true","778.987063746","24","true","true","778.987063746","24","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4330|980x1,1000x1,1100x1,1250x1","{980=1, 1000=1, 1100=1, 1250=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.498234298","28","0.023510746","778.257808746","778.257808746","80","false","true","778.257808746","25","true","true","778.257808746","25","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4320|850x1,1100x1,1130x1,1240x1","{850=1, 1100=1, 1130=1, 1240=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.547315710","23","0.019035385","777.334745385","777.334745385","81","false","true","777.334745385","26","true","true","777.334745385","26","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4310|970x1,1000x1,1100x1,1240x1","{970=1, 1000=1, 1100=1, 1240=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.495370167","28","0.015991367","775.386158367","775.386158367","82","false","true","775.386158367","27","true","true","775.386158367","27","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4380|980x1,1000x1,1100x1,1300x1","{980=1, 1000=1, 1100=1, 1300=1} @4380mm (pw=4380, util=100.0%)","true","","0","0","0.000000000","0.494785141","28","0.105638367","774.890779367","774.890779367","83","false","true","774.890779367","28","true","true","774.890779367","28","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4300|980x1,1000x1,1100x1,1220x1","{980=1, 1000=1, 1100=1, 1220=1} @4300mm (pw=4300, util=100.0%)","true","","0","0","0.000000000","0.493189993","28","0.013786687","773.203779687","773.203779687","84","false","true","773.203779687","29","true","true","773.203779687","29","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4310|850x1,1090x1,1100x1,1270x1","{850=1, 1090=1, 1100=1, 1270=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.571051280","20","0.015991367","771.067271367","771.067271367","85","false","true","771.067271367","30","true","true","771.067271367","30","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4320|850x1,1100x1,1125x1,1240x1","{850=1, 1100=1, 1125=1, 1240=1} @4320mm (pw=4315, util=99.9%)","true","","0","0","0.000000000","0.549733819","22","0.017381105","769.751200105","769.751200105","86","false","true","769.751200105","31","true","true","769.751200105","31","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4320|850x1,1090x1,1100x1,1280x1","{850=1, 1090=1, 1100=1, 1280=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.569487630","20","0.019035385","769.506665385","769.506665385","87","false","true","769.506665385","32","true","true","769.506665385","32","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4380|850x1,1100x1,1190x1,1240x1","{850=1, 1100=1, 1190=1, 1240=1} @4380mm (pw=4380, util=100.0%)","true","","0","0","0.000000000","0.546552434","22","0.105638367","766.658072367","766.658072367","88","false","true","766.658072367","33","true","true","766.658072367","33","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|850x1,1090x1,1100x1,1300x1","{850=1, 1090=1, 1100=1, 1300=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.565307479","20","0.030737318","765.338216318","765.338216318","89","false","true","765.338216318","34","true","true","765.338216318","34","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4400|1000x1,1060x1,1100x1,1240x1","{1000=1, 1060=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.503845291","26","0.033937123","763.879228123","763.879228123","90","false","true","763.879228123","35","true","true","763.879228123","35","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|1000x1,1090x1,1100x1,1150x1","{1000=1, 1090=1, 1100=1, 1150=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.513690255","25","0.030737318","763.720992318","763.720992318","91","false","true","763.720992318","36","true","true","763.720992318","36","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4390|850x1,1100x1,1200x1,1240x1","{850=1, 1100=1, 1200=1, 1240=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.542646214","22","0.051370942","762.697584942","762.697584942","92","false","true","762.697584942","37","true","true","762.697584942","37","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4330|1000x1,1090x1,1100x1,1140x1","{1000=1, 1090=1, 1100=1, 1140=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.506568051","25","0.023510746","756.591561746","756.591561746","93","false","true","756.591561746","38","true","true","756.591561746","38","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4320|1000x1,1090x1,1100x1,1130x1","{1000=1, 1090=1, 1100=1, 1130=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.504920209","25","0.019035385","754.939244385","754.939244385","94","false","true","754.939244385","39","true","true","754.939244385","39","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4360|550x1,850x1,860x1,1000x1,1100x1","{550=1, 850=1, 860=1, 1000=1, 1100=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.493830405","26","0.079784630","753.910189630","753.910189630","95","false","true","753.910189630","40","true","true","753.910189630","40","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4320|1000x1,1090x1,1100x1,1125x1","{1000=1, 1090=1, 1100=1, 1125=1} @4320mm (pw=4315, util=99.9%)","true","","0","0","0.000000000","0.507338318","24","0.017381105","747.355699105","747.355699105","96","false","true","747.355699105","41","true","true","747.355699105","41","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4310|970x1,980x1,1100x1,1260x1","{970=1, 980=1, 1100=1, 1260=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.496416483","25","0.015991367","746.432474367","746.432474367","97","false","true","746.432474367","42","true","true","746.432474367","42","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4390|1000x1,1050x1,1100x1,1240x1","{1000=1, 1050=1, 1100=1, 1240=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.485470085","26","0.051370942","745.521455942","745.521455942","98","false","true","745.521455942","43","true","true","745.521455942","43","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4380|1000x1,1090x1,1100x1,1190x1","{1000=1, 1090=1, 1100=1, 1190=1} @4380mm (pw=4380, util=100.0%)","true","","0","0","0.000000000","0.504156932","24","0.105638367","744.262570367","744.262570367","99","false","true","744.262570367","44","true","true","744.262570367","44","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4390|1000x1,1090x1,1100x1,1200x1","{1000=1, 1090=1, 1100=1, 1200=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.500250712","24","0.051370942","740.302082942","740.302082942","100","false","true","740.302082942","45","true","true","740.302082942","45","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4350|550x1,850x2,1000x1,1100x1","{550=1, 850=2, 1000=1, 1100=1} @4350mm (pw=4350, util=100.0%)","true","","0","0","0.000000000","0.489346100","25","0.044377893","739.390477893","739.390477893","101","false","true","739.390477893","46","true","true","739.390477893","46","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4400|980x1,1060x1,1100x1,1260x1","{980=1, 1060=1, 1100=1, 1260=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.504891608","23","0.033937123","734.925545123","734.925545123","102","false","true","734.925545123","47","true","true","734.925545123","47","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4360|550x1,760x1,970x1,980x1,1100x1","{550=1, 760=1, 970=1, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.481668181","25","0.079784630","731.747965630","731.747965630","103","false","true","731.747965630","48","true","true","731.747965630","48","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|1000x2,1100x1,1240x1","{1000=2, 1100=1, 1240=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.479455048","25","0.030737318","729.485785318","729.485785318","104","false","true","729.485785318","49","true","true","729.485785318","49","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4390|550x1,790x1,970x1,980x1,1100x1","{550=1, 790=1, 970=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.484308150","24","0.051370942","724.359520942","724.359520942","105","false","true","724.359520942","50","true","true","724.359520942","50","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4330|550x1,840x1,860x1,980x1,1100x1","{550=1, 840=1, 860=1, 980=1, 1100=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.468456782","25","0.023510746","718.480292746","718.480292746","106","false","true","718.480292746","51","true","true","718.480292746","51","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4390|980x1,1050x1,1100x1,1260x1","{980=1, 1050=1, 1100=1, 1260=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.486516402","23","0.051370942","716.567772942","716.567772942","107","false","true","716.567772942","52","true","true","716.567772942","52","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4310|550x1,840x1,850x1,970x1,1100x1","{550=1, 840=1, 850=1, 970=1, 1100=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.475587748","24","0.015991367","715.603739367","715.603739367","108","false","true","715.603739367","53","true","true","715.603739367","53","true","true","-55","-55"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|760x1,790x1,840x1,850x1,1100x1","{760=1, 790=1, 840=1, 850=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.476976353","23","0.030737318","707.007090318","707.007090318","109","false","true","707.007090318","54","true","true","707.007090318","55","true","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4320|970x1,980x1,1100x1,1270x1","{970=1, 980=1, 1100=1, 1270=1} @4320mm (pw=4320, util=100.0%)","true","","0","0","0.000000000","0.476934524","23","0.019035385","706.953559385","706.953559385","110","false","true","706.953559385","55","true","true","706.953559385","56","true","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4340|550x1,760x1,840x1,1090x1,1100x1","{550=1, 760=1, 840=1, 1090=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.486841868","22","0.030737318","706.872605318","706.872605318","111","false","true","706.872605318","56","true","true","706.872605318","57","true","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4360|760x1,1100x1,1240x1,1260x1","{760=1, 1100=1, 1240=1, 1260=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.486496659","22","0.079784630","706.576443630","706.576443630","112","false","true","706.576443630","57","true","true","706.576443630","58","true","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4330|970x1,980x1,1100x1,1280x1","{970=1, 980=1, 1100=1, 1280=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.475370875","23","0.023510746","705.394385746","705.394385746","113","false","true","705.394385746","58","true","true","705.394385746","59","true","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4300|970x1,980x1,1100x1,1250x1","{970=1, 980=1, 1100=1, 1250=1} @4300mm (pw=4300, util=100.0%)","true","","0","0","0.000000000","0.474639880","23","0.013786687","704.653666687","704.653666687","114","false","true","704.653666687","59","true","true","704.653666687","60","true","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4400|550x1,840x1,850x1,1060x1,1100x1","{550=1, 840=1, 850=1, 1060=1, 1100=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.484062873","22","0.033937123","704.096810123","704.096810123","115","false","true","704.096810123","60","true","true","704.096810123","61","false","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4310|550x1,840x2,980x1,1100x1","{550=1, 840=2, 980=1, 1100=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.463972477","24","0.015991367","703.988468367","703.988468367","116","false","true","703.988468367","61","false","true","703.988468367","62","false","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4360|850x1,1100x1,1150x1,1260x1","{850=1, 1100=1, 1150=1, 1260=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.493562627","21","0.079784630","703.642411630","703.642411630","117","false","true","703.642411630","62","false","true","703.642411630","63","false","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4370|980x1,1100x1,1140x1,1150x1","{980=1, 1100=1, 1140=1, 1150=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.473166885","23","0.394673123","703.561558123","703.561558123","118","false","true","703.561558123","63","false","true","703.561558123","64","false","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4360|980x1,1100x1,1130x1,1150x1","{980=1, 1100=1, 1130=1, 1150=1} @4360mm (pw=4360, util=100.0%)","true","","0","0","0.000000000","0.471519043","23","0.079784630","701.598827630","701.598827630","119","false","true","701.598827630","64","false","true","701.598827630","65","false","true","-55","-54"
"BASELINE_TOP120|LAMBDA0_TOP120|LAMBDA10_TOP120","4350|970x1,980x1,1100x1,1300x1","{970=1, 980=1, 1100=1, 1300=1} @4350mm (pw=4350, util=100.0%)","true","","0","0","0.000000000","0.471190724","23","0.044377893","701.235101893","701.235101893","120","false","true","701.235101893","65","false","true","701.235101893","66","false","true","-55","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4370|550x1,790x1,840x1,1090x1,1100x1","{550=1, 790=1, 840=1, 1090=1, 1100=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.489481837","21","0.394673123","699.876510123","699.876510123","121","false","false","699.876510123","67","false","true","699.876510123","67","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4400|840x1,980x1,1100x1,1480x1","{840=1, 980=1, 1100=1, 1480=1} @4400mm (pw=4400, util=100.0%)","true","","0","0","0.000000000","0.459176517","24","0.033937123","699.210454123","699.210454123","122","false","false","699.210454123","68","false","true","699.210454123","68","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4390|790x1,1100x1,1240x1,1260x1","{790=1, 1100=1, 1240=1, 1260=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.489136628","21","0.051370942","699.187998942","699.187998942","123","false","false","699.187998942","69","false","true","699.187998942","69","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4330|840x1,1100x1,1150x1,1240x1","{840=1, 1100=1, 1150=1, 1240=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.467142687","23","0.023510746","697.166197746","697.166197746","124","false","false","697.166197746","70","false","true","697.166197746","70","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4350|850x1,1100x1,1140x1,1260x1","{850=1, 1100=1, 1140=1, 1260=1} @4350mm (pw=4350, util=100.0%)","true","","0","0","0.000000000","0.486440424","21","0.044377893","696.484801893","696.484801893","125","false","false","696.484801893","71","false","true","696.484801893","71","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4340|850x1,1100x1,1130x1,1260x1","{850=1, 1100=1, 1130=1, 1260=1} @4340mm (pw=4340, util=100.0%)","true","","0","0","0.000000000","0.484792581","21","0.030737318","694.823318318","694.823318318","126","false","false","694.823318318","72","false","true","694.823318318","72","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4350|980x1,1100x1,1130x1,1140x1","{980=1, 1100=1, 1130=1, 1140=1} @4350mm (pw=4350, util=100.0%)","true","","0","0","0.000000000","0.464396839","23","0.044377893","694.441216893","694.441216893","127","false","false","694.441216893","73","false","true","694.441216893","73","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4360|980x1,1100x1,1125x1,1150x1","{980=1, 1100=1, 1125=1, 1150=1} @4360mm (pw=4355, util=99.9%)","true","","0","0","0.000000000","0.473937152","22","0.057032890","693.994184890","693.994184890","128","false","false","693.994184890","74","false","true","693.994184890","74","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4390|980x1,1060x1,1100x1,1250x1","{980=1, 1060=1, 1100=1, 1250=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.483115005","21","0.051370942","693.166375942","693.166375942","129","false","false","693.166375942","75","false","true","693.166375942","75","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4330|970x1,1000x1,1100x1,1260x1","{970=1, 1000=1, 1100=1, 1260=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.432847038","26","0.023510746","692.870548746","692.870548746","130","false","false","692.870548746","76","false","true","692.870548746","76","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4330|550x2,980x1,1100x1,1150x1","{550=2, 980=1, 1100=1, 1150=1} @4330mm (pw=4330, util=100.0%)","true","","0","0","0.000000000","0.471497523","22","0.023510746","691.521033746","691.521033746","131","false","false","691.521033746","77","false","true","691.521033746","77","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4390|760x2,790x1,980x1,1100x1","{760=2, 790=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","true","","0","0","0.000000000","0.471440136","22","0.051370942","691.491506942","691.491506942","132","false","false","691.491506942","78","false","true","691.491506942","78","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4370|970x1,1060x1,1100x1,1240x1","{970=1, 1060=1, 1100=1, 1240=1} @4370mm (pw=4370, util=100.0%)","true","","0","0","0.000000000","0.480250874","21","0.394673123","690.645547123","690.645547123","133","false","false","690.645547123","79","false","true","690.645547123","79","false","true","-54","-54"
"LAMBDA0_TOP120|LAMBDA10_TOP120","4310|970x1,1090x1,1100x1,1150x1","{970=1, 1090=1, 1100=1, 1150=1} @4310mm (pw=4310, util=100.0%)","true","","0","0","0.000000000","0.490095837","20","0.015991367","690.111828367","690.111828367","134","false","false","690.111828367","80","false","true","690.111828367","80","false","true","-54","-54"
