patternSignature,patternReadable,eligible,ineligibleReason,rank,selectedTop60,lpActivity,residualScarcity,coveredResidualOrders,wastePerCar,targetResidualWastePerCar,wasteFit,totalScore,widths,stationCount,distinctWidthCount,manual31ColumnCount,manual65PatternCount,manualCarsDistribution,manualOddCount,manualOneCarCount,manualOrderCoverageSummary
"4390|740x1,760x1,860x1,960x1,1070x1","{740=1, 760=1, 860=1, 960=1, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|960|1070",,"false","","",,,"","","","740|760|860|960|1070","5","5","0","0","","0","0",""
"4390|740x1,760x1,860x1,970x1,1060x1","{740=1, 760=1, 860=1, 970=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740",,"false","","",,,"","","","740|760|860|970|1060","5","5","0","0","","0","0",""
"4390|740x1,760x1,860x1,980x1,1050x1","{740=1, 760=1, 860=1, 980=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740",,"false","","",,,"","","","740|760|860|980|1050","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,1000x1,1015x1","{740=1, 760=1, 870=1, 1000=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|870|1015",,"false","","",,,"","","","740|760|870|1000|1015","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,1000x1,1020x1","{740=1, 760=1, 870=1, 1000=1, 1020=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870|1020",,"false","","",,,"","","","740|760|870|1000|1020","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,1010x2","{740=1, 760=1, 870=1, 1010=2} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870|1010",,"false","","",,,"","","","740|760|870|1010","5","4","0","0","","0","0",""
"4390|740x1,760x1,870x1,890x1,1125x1","{740=1, 760=1, 870=1, 890=1, 1125=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|870|890",,"false","","",,,"","","","740|760|870|890|1125","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,890x1,1130x1","{740=1, 760=1, 870=1, 890=1, 1130=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870|890",,"false","","",,,"","","","740|760|870|890|1130","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,940x1,1080x1","{740=1, 760=1, 870=1, 940=1, 1080=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870|940|1080",,"false","","",,,"","","","740|760|870|940|1080","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,950x1,1070x1","{740=1, 760=1, 870=1, 950=1, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870|950|1070",,"false","","",,,"","","","740|760|870|950|1070","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,960x1,1060x1","{740=1, 760=1, 870=1, 960=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870|960",,"false","","",,,"","","","740|760|870|960|1060","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x1,970x1,1050x1","{740=1, 760=1, 870=1, 970=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870",,"false","","",,,"","","","740|760|870|970|1050","5","5","0","0","","0","0",""
"4390|740x1,760x1,870x2,1150x1","{740=1, 760=1, 870=2, 1150=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870",,"false","","",,,"","","","740|760|870|1150","5","4","0","0","","0","0",""
"4390|740x1,760x1,890x1,1000x2","{740=1, 760=1, 890=1, 1000=2} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890",,"false","","",,,"","","","740|760|890|1000","5","4","0","0","","0","0",""
"4390|740x1,760x1,890x1,900x1,1100x1","{740=1, 760=1, 890=1, 900=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890|900",,"false","","",,,"","","","740|760|890|900|1100","5","5","0","0","","0","0",""
"4390|740x1,760x1,890x1,910x1,1090x1","{740=1, 760=1, 890=1, 910=1, 1090=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890|910",,"false","","",,,"","","","740|760|890|910|1090","5","5","0","0","","0","0",""
"4390|740x1,760x1,890x1,940x1,1060x1","{740=1, 760=1, 890=1, 940=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890|940",,"false","","",,,"","","","740|760|890|940|1060","5","5","0","0","","0","0",""
"4390|740x1,760x1,890x1,950x1,1050x1","{740=1, 760=1, 890=1, 950=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890|950",,"false","","",,,"","","","740|760|890|950|1050","5","5","0","0","","0","0",""
"4390|740x1,760x1,890x1,970x1,1030x1","{740=1, 760=1, 890=1, 970=1, 1030=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890|1030",,"false","","",,,"","","","740|760|890|970|1030","5","5","0","0","","0","0",""
"4390|740x1,760x1,890x1,980x1,1015x1","{740=1, 760=1, 890=1, 980=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|890|1015",,"false","","",,,"","","","740|760|890|980|1015","5","5","0","0","","0","0",""
"4390|740x1,760x1,890x1,980x1,1020x1","{740=1, 760=1, 890=1, 980=1, 1020=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890|1020",,"false","","",,,"","","","740|760|890|980|1020","5","5","0","0","","0","0",""
"4390|740x1,760x1,900x1,910x1,1080x1","{740=1, 760=1, 900=1, 910=1, 1080=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|900|910|1080",,"false","","",,,"","","","740|760|900|910|1080","5","5","0","0","","0","0",""
"4390|740x1,760x1,900x1,940x1,1050x1","{740=1, 760=1, 900=1, 940=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|900|940",,"false","","",,,"","","","740|760|900|940|1050","5","5","0","0","","0","0",""
"4390|740x1,760x1,900x1,960x1,1030x1","{740=1, 760=1, 900=1, 960=1, 1030=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|900|960|1030",,"false","","",,,"","","","740|760|900|960|1030","5","5","0","0","","0","0",""
"4390|740x1,760x1,900x1,970x1,1015x1","{740=1, 760=1, 900=1, 970=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|900|1015",,"false","","",,,"","","","740|760|900|970|1015","5","5","0","0","","0","0",""
"4390|740x1,760x1,900x1,970x1,1020x1","{740=1, 760=1, 900=1, 970=1, 1020=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|900|1020",,"false","","",,,"","","","740|760|900|970|1020","5","5","0","0","","0","0",""
"4390|740x1,760x1,900x1,980x1,1010x1","{740=1, 760=1, 900=1, 980=1, 1010=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|900|1010",,"false","","",,,"","","","740|760|900|980|1010","5","5","0","0","","0","0",""
"4390|740x1,760x1,900x2,1090x1","{740=1, 760=1, 900=2, 1090=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|900",,"false","","",,,"","","","740|760|900|1090","5","4","0","0","","0","0",""
"4390|740x1,760x1,910x1,950x1,1030x1","{740=1, 760=1, 910=1, 950=1, 1030=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|910|950|1030",,"false","","",,,"","","","740|760|910|950|1030","5","5","0","0","","0","0",""
"4390|740x1,760x1,910x1,960x1,1015x1","{740=1, 760=1, 910=1, 960=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|910|960|1015",,"false","","",,,"","","","740|760|910|960|1015","5","5","0","0","","0","0",""
"4390|740x1,760x1,910x1,960x1,1020x1","{740=1, 760=1, 910=1, 960=1, 1020=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|910|960|1020",,"false","","",,,"","","","740|760|910|960|1020","5","5","0","0","","0","0",""
"4390|740x1,760x1,910x1,970x1,1010x1","{740=1, 760=1, 910=1, 970=1, 1010=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|910|1010",,"false","","",,,"","","","740|760|910|970|1010","5","5","0","0","","0","0",""
"4390|740x1,760x1,910x1,980x1,1000x1","{740=1, 760=1, 910=1, 980=1, 1000=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|910",,"false","","",,,"","","","740|760|910|980|1000","5","5","0","0","","0","0",""
"4390|740x1,760x1,910x2,1070x1","{740=1, 760=1, 910=2, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|910|1070",,"false","","",,,"","","","740|760|910|1070","5","4","0","0","","0","0",""
"4390|740x1,760x1,940x1,950x1,1000x1","{740=1, 760=1, 940=1, 950=1, 1000=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|940|950",,"false","","",,,"","","","740|760|940|950|1000","5","5","0","0","","0","0",""
"4390|740x1,760x1,940x1,970x1,980x1","{740=1, 760=1, 940=1, 970=1, 980=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|940",,"false","","",,,"","","","740|760|940|970|980","5","5","0","0","","0","0",""
"4390|740x1,760x1,940x2,1010x1","{740=1, 760=1, 940=2, 1010=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|940|1010",,"false","","",,,"","","","740|760|940|1010","5","4","0","0","","0","0",""
"4390|740x1,760x1,950x1,960x1,980x1","{740=1, 760=1, 950=1, 960=1, 980=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|950|960",,"false","","",,,"","","","740|760|950|960|980","5","5","0","0","","0","0",""
"4390|740x1,760x1,950x1,970x2","{740=1, 760=1, 950=1, 970=2} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|950",,"false","","",,,"","","","740|760|950|970","5","4","0","0","","0","0",""
"4390|740x1,760x1,960x2,970x1","{740=1, 760=1, 960=2, 970=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|960",,"false","","",,,"","","","740|760|960|970","5","4","0","0","","0","0",""
"4390|740x1,760x2,1000x1,1125x1","{740=1, 760=2, 1000=1, 1125=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740",,"false","","",,,"","","","740|760|1000|1125","5","4","0","0","","0","0",""
"4390|740x1,760x2,1000x1,1130x1","{740=1, 760=2, 1000=1, 1130=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740",,"false","","",,,"","","","740|760|1000|1130","5","4","0","0","","0","0",""
"4390|740x1,760x2,1030x1,1100x1","{740=1, 760=2, 1030=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|1030",,"false","","",,,"","","","740|760|1030|1100","5","4","0","0","","0","0",""
"4390|740x1,760x2,1050x1,1080x1","{740=1, 760=2, 1050=1, 1080=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|1080",,"false","","",,,"","","","740|760|1050|1080","5","4","0","0","","0","0",""
"4390|740x1,760x2,1060x1,1070x1","{740=1, 760=2, 1060=1, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|1070",,"false","","",,,"","","","740|760|1060|1070","5","4","0","0","","0","0",""
"4390|740x1,760x2,850x1,1280x1","{740=1, 760=2, 850=1, 1280=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740",,"false","","",,,"","","","740|760|850|1280","5","4","0","0","","0","0",""
"4390|740x1,760x2,860x1,1270x1","{740=1, 760=2, 860=1, 1270=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740",,"false","","",,,"","","","740|760|860|1270","5","4","0","0","","0","0",""
"4390|740x1,760x2,870x1,1260x1","{740=1, 760=2, 870=1, 1260=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|870",,"false","","",,,"","","","740|760|870|1260","5","4","0","0","","0","0",""
"4390|740x1,760x2,890x1,1240x1","{740=1, 760=2, 890=1, 1240=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|890",,"false","","",,,"","","","740|760|890|1240","5","4","0","0","","0","0",""
"4390|740x1,760x2,910x1,1220x1","{740=1, 760=2, 910=1, 1220=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|910",,"false","","",,,"","","","740|760|910|1220","5","4","0","0","","0","0",""
"4390|740x1,760x2,940x1,1190x1","{740=1, 760=2, 940=1, 1190=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|940",,"false","","",,,"","","","740|760|940|1190","5","4","0","0","","0","0",""
"4390|740x1,760x2,980x1,1150x1","{740=1, 760=2, 980=1, 1150=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740",,"false","","",,,"","","","740|760|980|1150","5","4","0","0","","0","0",""
"4390|740x1,780x1,790x1,1000x1,1080x1","{740=1, 780=1, 790=1, 1000=1, 1080=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1080",,"false","","",,,"","","","740|780|790|1000|1080","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,1010x1,1070x1","{740=1, 780=1, 790=1, 1010=1, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1010|1070",,"false","","",,,"","","","740|780|790|1010|1070","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,1015x1,1060x1","{740=1, 780=1, 790=1, 1015=1, 1060=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|780|1015",,"false","","",,,"","","","740|780|790|1015|1060","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,1020x1,1060x1","{740=1, 780=1, 790=1, 1020=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1020",,"false","","",,,"","","","740|780|790|1020|1060","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,1030x1,1050x1","{740=1, 780=1, 790=1, 1030=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1030",,"false","","",,,"","","","740|780|790|1030|1050","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,840x1,1240x1","{740=1, 780=1, 790=1, 840=1, 1240=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|790|840|1240","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,860x1,1220x1","{740=1, 780=1, 790=1, 860=1, 1220=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|790|860|1220","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,890x1,1190x1","{740=1, 780=1, 790=1, 890=1, 1190=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|890",,"false","","",,,"","","","740|780|790|890|1190","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,940x1,1140x1","{740=1, 780=1, 790=1, 940=1, 1140=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|940",,"false","","",,,"","","","740|780|790|940|1140","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,950x1,1125x1","{740=1, 780=1, 790=1, 950=1, 1125=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|780|950",,"false","","",,,"","","","740|780|790|950|1125","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,950x1,1130x1","{740=1, 780=1, 790=1, 950=1, 1130=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|950",,"false","","",,,"","","","740|780|790|950|1130","5","5","0","0","","0","0",""
"4390|740x1,780x1,790x1,980x1,1100x1","{740=1, 780=1, 790=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|790|980|1100","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,1000x1,1030x1","{740=1, 780=1, 840=1, 1000=1, 1030=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1030",,"false","","",,,"","","","740|780|840|1000|1030","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,1010x1,1015x1","{740=1, 780=1, 840=1, 1010=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|780|1010|1015",,"false","","",,,"","","","740|780|840|1010|1015","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,1010x1,1020x1","{740=1, 780=1, 840=1, 1010=1, 1020=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1010|1020",,"false","","",,,"","","","740|780|840|1010|1020","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,1015x2","{740=1, 780=1, 840=1, 1015=2} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1015",,"false","","",,,"","","","740|780|840|1015","5","4","0","0","","0","0",""
"4390|740x1,780x1,840x1,890x1,1140x1","{740=1, 780=1, 840=1, 890=1, 1140=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|890",,"false","","",,,"","","","740|780|840|890|1140","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,900x1,1125x1","{740=1, 780=1, 840=1, 900=1, 1125=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|780|900",,"false","","",,,"","","","740|780|840|900|1125","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,900x1,1130x1","{740=1, 780=1, 840=1, 900=1, 1130=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|900",,"false","","",,,"","","","740|780|840|900|1130","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,940x1,1090x1","{740=1, 780=1, 840=1, 940=1, 1090=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|940",,"false","","",,,"","","","740|780|840|940|1090","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,950x1,1080x1","{740=1, 780=1, 840=1, 950=1, 1080=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|950|1080",,"false","","",,,"","","","740|780|840|950|1080","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,960x1,1070x1","{740=1, 780=1, 840=1, 960=1, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|960|1070",,"false","","",,,"","","","740|780|840|960|1070","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,970x1,1060x1","{740=1, 780=1, 840=1, 970=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|840|970|1060","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x1,980x1,1050x1","{740=1, 780=1, 840=1, 980=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|840|980|1050","5","5","0","0","","0","0",""
"4390|740x1,780x1,840x2,1190x1","{740=1, 780=1, 840=2, 1190=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|840|1190","5","4","0","0","","0","0",""
"4390|740x1,780x1,850x1,1000x1,1015x1","{740=1, 780=1, 850=1, 1000=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|780|1015",,"false","","",,,"","","","740|780|850|1000|1015","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,1000x1,1020x1","{740=1, 780=1, 850=1, 1000=1, 1020=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1020",,"false","","",,,"","","","740|780|850|1000|1020","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,1010x2","{740=1, 780=1, 850=1, 1010=2} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1010",,"false","","",,,"","","","740|780|850|1010","5","4","0","0","","0","0",""
"4390|740x1,780x1,850x1,870x1,1150x1","{740=1, 780=1, 850=1, 870=1, 1150=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870",,"false","","",,,"","","","740|780|850|870|1150","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,890x1,1125x1","{740=1, 780=1, 850=1, 890=1, 1125=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|780|890",,"false","","",,,"","","","740|780|850|890|1125","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,890x1,1130x1","{740=1, 780=1, 850=1, 890=1, 1130=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|890",,"false","","",,,"","","","740|780|850|890|1130","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,940x1,1080x1","{740=1, 780=1, 850=1, 940=1, 1080=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|940|1080",,"false","","",,,"","","","740|780|850|940|1080","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,950x1,1070x1","{740=1, 780=1, 850=1, 950=1, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|950|1070",,"false","","",,,"","","","740|780|850|950|1070","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,960x1,1060x1","{740=1, 780=1, 850=1, 960=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|960",,"false","","",,,"","","","740|780|850|960|1060","5","5","0","0","","0","0",""
"4390|740x1,780x1,850x1,970x1,1050x1","{740=1, 780=1, 850=1, 970=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|850|970|1050","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x1,1000x1,1010x1","{740=1, 780=1, 860=1, 1000=1, 1010=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1010",,"false","","",,,"","","","740|780|860|1000|1010","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x1,870x1,1140x1","{740=1, 780=1, 860=1, 870=1, 1140=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870",,"false","","",,,"","","","740|780|860|870|1140","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x1,910x1,1100x1","{740=1, 780=1, 860=1, 910=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|910",,"false","","",,,"","","","740|780|860|910|1100","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x1,940x1,1070x1","{740=1, 780=1, 860=1, 940=1, 1070=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|940|1070",,"false","","",,,"","","","740|780|860|940|1070","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x1,950x1,1060x1","{740=1, 780=1, 860=1, 950=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|950",,"false","","",,,"","","","740|780|860|950|1060","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x1,960x1,1050x1","{740=1, 780=1, 860=1, 960=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|960",,"false","","",,,"","","","740|780|860|960|1050","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x1,980x1,1030x1","{740=1, 780=1, 860=1, 980=1, 1030=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|1030",,"false","","",,,"","","","740|780|860|980|1030","5","5","0","0","","0","0",""
"4390|740x1,780x1,860x2,1150x1","{740=1, 780=1, 860=2, 1150=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780",,"false","","",,,"","","","740|780|860|1150","5","4","0","0","","0","0",""
"4390|740x1,780x1,870x1,1000x2","{740=1, 780=1, 870=1, 1000=2} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870",,"false","","",,,"","","","740|780|870|1000","5","4","0","0","","0","0",""
"4390|740x1,780x1,870x1,900x1,1100x1","{740=1, 780=1, 870=1, 900=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870|900",,"false","","",,,"","","","740|780|870|900|1100","5","5","0","0","","0","0",""
"4390|740x1,780x1,870x1,910x1,1090x1","{740=1, 780=1, 870=1, 910=1, 1090=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870|910",,"false","","",,,"","","","740|780|870|910|1090","5","5","0","0","","0","0",""
"4390|740x1,780x1,870x1,940x1,1060x1","{740=1, 780=1, 870=1, 940=1, 1060=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870|940",,"false","","",,,"","","","740|780|870|940|1060","5","5","0","0","","0","0",""
"4390|740x1,780x1,870x1,950x1,1050x1","{740=1, 780=1, 870=1, 950=1, 1050=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870|950",,"false","","",,,"","","","740|780|870|950|1050","5","5","0","0","","0","0",""
"4390|740x1,780x1,870x1,970x1,1030x1","{740=1, 780=1, 870=1, 970=1, 1030=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870|1030",,"false","","",,,"","","","740|780|870|970|1030","5","5","0","0","","0","0",""
"4390|740x1,780x1,870x1,980x1,1015x1","{740=1, 780=1, 870=1, 980=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","MISSING_RESIDUAL_WIDTH:740|780|870|1015",,"false","","",,,"","","","740|780|870|980|1015","5","5","0","0","","0","0",""
"4390|740x1,780x1,870x1,980x1,1020x1","{740=1, 780=1, 870=1, 980=1, 1020=1} @4390mm (pw=4390, util=100.0%)","false","MISSING_RESIDUAL_WIDTH:740|780|870|1020",,"false","","",,,"","","","740|780|870|980|1020","5","5","0","0","","0","0",""
